GO:0000002,mitochondrial genome maintenance,HP:0000590,Progressive external ophthalmoplegia
GO:0001508,action potential,HP:0000006,Autosomal dominant inheritance
GO:0001508,action potential,HP:0001279,Syncope
GO:0001508,action potential,HP:0001645,Sudden cardiac death
GO:0001508,action potential,HP:0001657,Prolonged QT interval
GO:0001508,action potential,HP:0001663,Ventricular fibrillation
GO:0001508,action potential,HP:0001664,Torsade de pointes
GO:0001508,action potential,HP:0001962,Palpitations
GO:0001508,action potential,HP:0002069,Generalized tonic-clonic seizures
GO:0001508,action potential,HP:0003391,Gowers sign
GO:0001508,action potential,HP:0004749,Atrial flutter
GO:0001508,action potential,HP:0005110,Atrial fibrillation
GO:0001508,action potential,HP:0012232,Shortened QT interval
GO:0001525,angiogenesis,HP:0000006,Autosomal dominant inheritance
GO:0001525,angiogenesis,HP:0002408,Cerebral arteriovenous malformation
GO:0001558,regulation of cell growth,HP:0000149,Ovarian gonadoblastoma
GO:0001558,regulation of cell growth,HP:0004814,Fava bean-induced hemolytic anemia
GO:0001558,regulation of cell growth,HP:0005116,Arterial tortuosity
GO:0001558,regulation of cell growth,HP:0005465,Facial hyperostosis
GO:0001569,branching involved in blood vessel morphogenesis,HP:0000006,Autosomal dominant inheritance
GO:0001570,vasculogenesis,HP:0000006,Autosomal dominant inheritance
GO:0001570,vasculogenesis,HP:0000149,Ovarian gonadoblastoma
GO:0001578,microtubule bundle formation,HP:0000246,Sinusitis
GO:0001578,microtubule bundle formation,HP:0000403,Recurrent otitis media
GO:0001578,microtubule bundle formation,HP:0000789,Infertility
GO:0001578,microtubule bundle formation,HP:0001696,Situs inversus totalis
GO:0001578,microtubule bundle formation,HP:0002110,Bronchiectasis
GO:0001578,microtubule bundle formation,HP:0002257,Chronic rhinitis
GO:0001578,microtubule bundle formation,HP:0004469,Chronic bronchitis
GO:0001578,microtubule bundle formation,HP:0011108,Recurrent sinusitis
GO:0001578,microtubule bundle formation,HP:0011109,Chronic sinusitis
GO:0001578,microtubule bundle formation,HP:0012263,Immotile cilia
GO:0001578,microtubule bundle formation,HP:0012265,Ciliary dyskinesia
GO:0001578,microtubule bundle formation,HP:0100582,Nasal polyposis
GO:0001578,microtubule bundle formation,HP:0200073,Respiratory insufficiency due to defective ciliary clearance
GO:0001578,microtubule bundle formation,HP:0012384,Rhinitis
GO:0001649,osteoblast differentiation,HP:0000006,Autosomal dominant inheritance
GO:0001649,osteoblast differentiation,HP:0005465,Facial hyperostosis
GO:0001654,eye development,HP:0000006,Autosomal dominant inheritance
GO:0001654,eye development,HP:0000149,Ovarian gonadoblastoma
GO:0001654,eye development,HP:0000501,Glaucoma
GO:0001654,eye development,HP:0000505,Visual impairment
GO:0001654,eye development,HP:0000510,Rod-cone dystrophy
GO:0001654,eye development,HP:0000568,Microphthalmia
GO:0001654,eye development,HP:0001083,Ectopia lentis
GO:0001654,eye development,HP:0005116,Arterial tortuosity
GO:0001654,eye development,HP:0005217,Duplication of internal organs
GO:0001654,eye development,HP:0007780,Cortical pulverulent cataract
GO:0001654,eye development,HP:0007971,Lamellar cataract
GO:0001654,eye development,HP:0008031,Posterior Y-sutural cataract
GO:0001654,eye development,HP:0008499,High-grade hypermetropia
GO:0001654,eye development,HP:0010695,Sutural cataract
GO:0001654,eye development,HP:0012038,Corneal guttata
GO:0001655,urogenital system development,HP:0000006,Autosomal dominant inheritance
GO:0001655,urogenital system development,HP:0000074,Ureteropelvic junction obstruction
GO:0001655,urogenital system development,HP:0000100,Nephrotic syndrome
GO:0001655,urogenital system development,HP:0000149,Ovarian gonadoblastoma
GO:0001655,urogenital system development,HP:0000243,Trigonocephaly
GO:0001655,urogenital system development,HP:0001083,Ectopia lentis
GO:0001655,urogenital system development,HP:0005116,Arterial tortuosity
GO:0001655,urogenital system development,HP:0005217,Duplication of internal organs
GO:0001655,urogenital system development,HP:0008659,Multiple small medullary renal cysts
GO:0001655,urogenital system development,HP:0100775,Dural ectasia
GO:0001656,metanephros development,HP:0000006,Autosomal dominant inheritance
GO:0001656,metanephros development,HP:0000149,Ovarian gonadoblastoma
GO:0001656,metanephros development,HP:0001083,Ectopia lentis
GO:0001657,ureteric bud development,HP:0000006,Autosomal dominant inheritance
GO:0001657,ureteric bud development,HP:0000149,Ovarian gonadoblastoma
GO:0001657,ureteric bud development,HP:0000243,Trigonocephaly
GO:0001658,branching involved in ureteric bud morphogenesis,HP:0000006,Autosomal dominant inheritance
GO:0001658,branching involved in ureteric bud morphogenesis,HP:0000149,Ovarian gonadoblastoma
GO:0001666,response to hypoxia,HP:0000006,Autosomal dominant inheritance
GO:0001666,response to hypoxia,HP:0005116,Arterial tortuosity
GO:0001667,ameboidal-type cell migration,HP:0000006,Autosomal dominant inheritance
GO:0001667,ameboidal-type cell migration,HP:0000034,Hydrocele testis
GO:0001667,ameboidal-type cell migration,HP:0001054,Numerous nevi
GO:0001667,ameboidal-type cell migration,HP:0001528,Hemihypertrophy
GO:0001701,in utero embryonic development,HP:0000006,Autosomal dominant inheritance
GO:0001701,in utero embryonic development,HP:0000243,Trigonocephaly
GO:0001701,in utero embryonic development,HP:0000501,Glaucoma
GO:0001701,in utero embryonic development,HP:0000668,Hypodontia
GO:0001701,in utero embryonic development,HP:0002208,Coarse hair
GO:0001701,in utero embryonic development,HP:0004635,Cervical C5/C6 vertebrae fusion
GO:0001701,in utero embryonic development,HP:0005465,Facial hyperostosis
GO:0001704,formation of primary germ layer,HP:0000006,Autosomal dominant inheritance
GO:0001707,mesoderm formation,HP:0000006,Autosomal dominant inheritance
GO:0001708,cell fate specification,HP:0000006,Autosomal dominant inheritance
GO:0001708,cell fate specification,HP:0000243,Trigonocephaly
GO:0001754,eye photoreceptor cell differentiation,HP:0000505,Visual impairment
GO:0001754,eye photoreceptor cell differentiation,HP:0000510,Rod-cone dystrophy
GO:0001754,eye photoreceptor cell differentiation,HP:0000662,Nyctalopia
GO:0001754,eye photoreceptor cell differentiation,HP:0008499,High-grade hypermetropia
GO:0001755,neural crest cell migration,HP:0001053,Hypopigmented skin patches
GO:0001755,neural crest cell migration,HP:0001100,Heterochromia iridis
GO:0001755,neural crest cell migration,HP:0002211,White forelock
GO:0001755,neural crest cell migration,HP:0002226,White eyebrow
GO:0001755,neural crest cell migration,HP:0002227,White eyelashes
GO:0001755,neural crest cell migration,HP:0002251,Aganglionic megacolon
GO:0001763,morphogenesis of a branching structure,HP:0000006,Autosomal dominant inheritance
GO:0001763,morphogenesis of a branching structure,HP:0000074,Ureteropelvic junction obstruction
GO:0001763,morphogenesis of a branching structure,HP:0000149,Ovarian gonadoblastoma
GO:0001763,morphogenesis of a branching structure,HP:0000243,Trigonocephaly
GO:0001763,morphogenesis of a branching structure,HP:0000668,Hypodontia
GO:0001819,positive regulation of cytokine production,HP:0000006,Autosomal dominant inheritance
GO:0001819,positive regulation of cytokine production,HP:0001894,Thrombocytosis
GO:0001819,positive regulation of cytokine production,HP:0002721,Immunodeficiency
GO:0001819,positive regulation of cytokine production,HP:0002849,Absence of lymph node germinal center
GO:0001819,positive regulation of cytokine production,HP:0003292,Decreased serum leptin
GO:0001819,positive regulation of cytokine production,HP:0004845,Acute monocytic leukemia
GO:0001822,kidney development,HP:0000006,Autosomal dominant inheritance
GO:0001822,kidney development,HP:0000100,Nephrotic syndrome
GO:0001822,kidney development,HP:0000149,Ovarian gonadoblastoma
GO:0001822,kidney development,HP:0000243,Trigonocephaly
GO:0001822,kidney development,HP:0001083,Ectopia lentis
GO:0001822,kidney development,HP:0005116,Arterial tortuosity
GO:0001822,kidney development,HP:0005217,Duplication of internal organs
GO:0001822,kidney development,HP:0008659,Multiple small medullary renal cysts
GO:0001822,kidney development,HP:0100775,Dural ectasia
GO:0001823,mesonephros development,HP:0000006,Autosomal dominant inheritance
GO:0001823,mesonephros development,HP:0000149,Ovarian gonadoblastoma
GO:0001823,mesonephros development,HP:0000243,Trigonocephaly
GO:0001837,epithelial to mesenchymal transition,HP:0000006,Autosomal dominant inheritance
GO:0001837,epithelial to mesenchymal transition,HP:0003250,Aplasia of the vagina
GO:0001837,epithelial to mesenchymal transition,HP:0005116,Arterial tortuosity
GO:0001840,neural plate development,HP:0008368,Tarsal synostosis
GO:0001894,tissue homeostasis,HP:0000510,Rod-cone dystrophy
GO:0001895,retina homeostasis,HP:0000510,Rod-cone dystrophy
GO:0001895,retina homeostasis,HP:0000662,Nyctalopia
GO:0001935,endothelial cell proliferation,HP:0005465,Facial hyperostosis
GO:0001936,regulation of endothelial cell proliferation,HP:0005465,Facial hyperostosis
GO:0001942,hair follicle development,HP:0000535,Sparse and thin eyebrow
GO:0001942,hair follicle development,HP:0000668,Hypodontia
GO:0001942,hair follicle development,HP:0001006,Hypotrichosis
GO:0001942,hair follicle development,HP:0002561,Absent nipple
GO:0001946,lymphangiogenesis,HP:0001004,Lymphedema
GO:0001947,heart looping,HP:0010445,Primum atrial septal defect
GO:0001958,endochondral ossification,HP:0000926,Platyspondyly
GO:0001958,endochondral ossification,HP:0001156,Brachydactyly syndrome
GO:0001958,endochondral ossification,HP:0002677,Small foramen magnum
GO:0001958,endochondral ossification,HP:0003015,Flared metaphysis
GO:0002027,regulation of heart rate,HP:0000006,Autosomal dominant inheritance
GO:0002027,regulation of heart rate,HP:0001279,Syncope
GO:0002027,regulation of heart rate,HP:0001644,Dilated cardiomyopathy
GO:0002027,regulation of heart rate,HP:0001645,Sudden cardiac death
GO:0002027,regulation of heart rate,HP:0001657,Prolonged QT interval
GO:0002027,regulation of heart rate,HP:0001663,Ventricular fibrillation
GO:0002027,regulation of heart rate,HP:0001664,Torsade de pointes
GO:0002027,regulation of heart rate,HP:0001699,Sudden death
GO:0002027,regulation of heart rate,HP:0001962,Palpitations
GO:0002027,regulation of heart rate,HP:0004308,Ventricular arrhythmia
GO:0002027,regulation of heart rate,HP:0004749,Atrial flutter
GO:0002027,regulation of heart rate,HP:0004756,Ventricular tachycardia
GO:0002027,regulation of heart rate,HP:0005110,Atrial fibrillation
GO:0002027,regulation of heart rate,HP:0011663,Right ventricular cardiomyopathy
GO:0002027,regulation of heart rate,HP:0012232,Shortened QT interval
GO:0002028,regulation of sodium ion transport,HP:0000006,Autosomal dominant inheritance
GO:0002028,regulation of sodium ion transport,HP:0001279,Syncope
GO:0002028,regulation of sodium ion transport,HP:0001663,Ventricular fibrillation
GO:0002028,regulation of sodium ion transport,HP:0004749,Atrial flutter
GO:0002053,positive regulation of mesenchymal cell proliferation,HP:0000006,Autosomal dominant inheritance
GO:0002062,chondrocyte differentiation,HP:0000006,Autosomal dominant inheritance
GO:0002062,chondrocyte differentiation,HP:0000243,Trigonocephaly
GO:0002062,chondrocyte differentiation,HP:0000272,Malar flattening
GO:0002062,chondrocyte differentiation,HP:0000773,Short ribs
GO:0002062,chondrocyte differentiation,HP:0000926,Platyspondyly
GO:0002062,chondrocyte differentiation,HP:0001156,Brachydactyly syndrome
GO:0002062,chondrocyte differentiation,HP:0002676,Cloverleaf skull
GO:0002062,chondrocyte differentiation,HP:0002677,Small foramen magnum
GO:0002062,chondrocyte differentiation,HP:0005736,Short tibia
GO:0002062,chondrocyte differentiation,HP:0011800,Midface retrusion
GO:0002064,epithelial cell development,HP:0000668,Hypodontia
GO:0002064,epithelial cell development,HP:0011907,Reduced alpha/beta synthesis ratio
GO:0002065,columnar/cuboidal epithelial cell differentiation,HP:0000006,Autosomal dominant inheritance
GO:0002088,lens development in camera-type eye,HP:0000006,Autosomal dominant inheritance
GO:0002088,lens development in camera-type eye,HP:0000519,Congenital cataract
GO:0002088,lens development in camera-type eye,HP:0007780,Cortical pulverulent cataract
GO:0002088,lens development in camera-type eye,HP:0008031,Posterior Y-sutural cataract
GO:0002200,somatic diversification of immune receptors,HP:0002849,Absence of lymph node germinal center
GO:0002200,somatic diversification of immune receptors,HP:0002959,Impaired Ig class switch recombination
GO:0002204,somatic recombination of immunoglobulin genes involved in immune response,HP:0002849,Absence of lymph node germinal center
GO:0002204,somatic recombination of immunoglobulin genes involved in immune response,HP:0002959,Impaired Ig class switch recombination
GO:0002208,somatic diversification of immunoglobulins involved in immune response,HP:0002849,Absence of lymph node germinal center
GO:0002208,somatic diversification of immunoglobulins involved in immune response,HP:0002959,Impaired Ig class switch recombination
GO:0002237,response to molecule of bacterial origin,HP:0001045,Vitiligo
GO:0002237,response to molecule of bacterial origin,HP:0001894,Thrombocytosis
GO:0002237,response to molecule of bacterial origin,HP:0002716,Lymphadenopathy
GO:0002237,response to molecule of bacterial origin,HP:0005959,Impaired gluconeogenesis
GO:0002250,adaptive immune response,HP:0001287,Meningitis
GO:0002250,adaptive immune response,HP:0001894,Thrombocytosis
GO:0002250,adaptive immune response,HP:0002716,Lymphadenopathy
GO:0002250,adaptive immune response,HP:0002718,Recurrent bacterial infections
GO:0002250,adaptive immune response,HP:0002721,Immunodeficiency
GO:0002250,adaptive immune response,HP:0002725,Systemic lupus erythematosus
GO:0002250,adaptive immune response,HP:0002849,Absence of lymph node germinal center
GO:0002250,adaptive immune response,HP:0003095,Septic arthritis
GO:0002250,adaptive immune response,HP:0004315,IgG deficiency
GO:0002250,adaptive immune response,HP:0004431,Complement deficiency
GO:0002250,adaptive immune response,HP:0005421,Decreased serum complement C3
GO:0002262,myeloid cell homeostasis,HP:0001894,Thrombocytosis
GO:0002262,myeloid cell homeostasis,HP:0004814,Fava bean-induced hemolytic anemia
GO:0002443,leukocyte mediated immunity,HP:0001287,Meningitis
GO:0002443,leukocyte mediated immunity,HP:0002716,Lymphadenopathy
GO:0002443,leukocyte mediated immunity,HP:0002718,Recurrent bacterial infections
GO:0002443,leukocyte mediated immunity,HP:0002721,Immunodeficiency
GO:0002443,leukocyte mediated immunity,HP:0002725,Systemic lupus erythematosus
GO:0002443,leukocyte mediated immunity,HP:0002849,Absence of lymph node germinal center
GO:0002443,leukocyte mediated immunity,HP:0003095,Septic arthritis
GO:0002443,leukocyte mediated immunity,HP:0004431,Complement deficiency
GO:0002443,leukocyte mediated immunity,HP:0005421,Decreased serum complement C3
GO:0002449,lymphocyte mediated immunity,HP:0002716,Lymphadenopathy
GO:0002449,lymphocyte mediated immunity,HP:0002718,Recurrent bacterial infections
GO:0002449,lymphocyte mediated immunity,HP:0002721,Immunodeficiency
GO:0002449,lymphocyte mediated immunity,HP:0002725,Systemic lupus erythematosus
GO:0002449,lymphocyte mediated immunity,HP:0002849,Absence of lymph node germinal center
GO:0002449,lymphocyte mediated immunity,HP:0003095,Septic arthritis
GO:0002449,lymphocyte mediated immunity,HP:0004431,Complement deficiency
GO:0002449,lymphocyte mediated immunity,HP:0005421,Decreased serum complement C3
GO:0002460,adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains,HP:0001287,Meningitis
GO:0002460,adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains,HP:0002716,Lymphadenopathy
GO:0002460,adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains,HP:0002718,Recurrent bacterial infections
GO:0002460,adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains,HP:0002721,Immunodeficiency
GO:0002460,adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains,HP:0002725,Systemic lupus erythematosus
GO:0002460,adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains,HP:0002849,Absence of lymph node germinal center
GO:0002460,adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains,HP:0003095,Septic arthritis
GO:0002460,adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains,HP:0004431,Complement deficiency
GO:0002460,adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains,HP:0005421,Decreased serum complement C3
GO:0002521,leukocyte differentiation,HP:0000006,Autosomal dominant inheritance
GO:0002521,leukocyte differentiation,HP:0001045,Vitiligo
GO:0002521,leukocyte differentiation,HP:0001083,Ectopia lentis
GO:0002521,leukocyte differentiation,HP:0002090,Pneumonia
GO:0002521,leukocyte differentiation,HP:0002716,Lymphadenopathy
GO:0002521,leukocyte differentiation,HP:0002718,Recurrent bacterial infections
GO:0002521,leukocyte differentiation,HP:0003095,Septic arthritis
GO:0002521,leukocyte differentiation,HP:0007807,Optic nerve compression
GO:0002521,leukocyte differentiation,HP:0100658,Cellulitis
GO:0002526,acute inflammatory response,HP:0002725,Systemic lupus erythematosus
GO:0002526,acute inflammatory response,HP:0003095,Septic arthritis
GO:0002526,acute inflammatory response,HP:0004431,Complement deficiency
GO:0002526,acute inflammatory response,HP:0005421,Decreased serum complement C3
GO:0002562,somatic diversification of immune receptors via germline recombination within a single locus,HP:0002849,Absence of lymph node germinal center
GO:0002562,somatic diversification of immune receptors via germline recombination within a single locus,HP:0002959,Impaired Ig class switch recombination
GO:0002573,myeloid leukocyte differentiation,HP:0000006,Autosomal dominant inheritance
GO:0002573,myeloid leukocyte differentiation,HP:0001083,Ectopia lentis
GO:0002573,myeloid leukocyte differentiation,HP:0007807,Optic nerve compression
GO:0002673,regulation of acute inflammatory response,HP:0002725,Systemic lupus erythematosus
GO:0002673,regulation of acute inflammatory response,HP:0003095,Septic arthritis
GO:0002673,regulation of acute inflammatory response,HP:0004431,Complement deficiency
GO:0002673,regulation of acute inflammatory response,HP:0005421,Decreased serum complement C3
GO:0002694,regulation of leukocyte activation,HP:0001528,Hemihypertrophy
GO:0002694,regulation of leukocyte activation,HP:0002716,Lymphadenopathy
GO:0002694,regulation of leukocyte activation,HP:0002718,Recurrent bacterial infections
GO:0002694,regulation of leukocyte activation,HP:0002721,Immunodeficiency
GO:0002694,regulation of leukocyte activation,HP:0002849,Absence of lymph node germinal center
GO:0002694,regulation of leukocyte activation,HP:0003095,Septic arthritis
GO:0002696,positive regulation of leukocyte activation,HP:0001528,Hemihypertrophy
GO:0002696,positive regulation of leukocyte activation,HP:0002716,Lymphadenopathy
GO:0002696,positive regulation of leukocyte activation,HP:0002718,Recurrent bacterial infections
GO:0002696,positive regulation of leukocyte activation,HP:0002721,Immunodeficiency
GO:0002696,positive regulation of leukocyte activation,HP:0002849,Absence of lymph node germinal center
GO:0002696,positive regulation of leukocyte activation,HP:0003095,Septic arthritis
GO:0002697,regulation of immune effector process,HP:0001894,Thrombocytosis
GO:0002697,regulation of immune effector process,HP:0002721,Immunodeficiency
GO:0002697,regulation of immune effector process,HP:0002725,Systemic lupus erythematosus
GO:0002697,regulation of immune effector process,HP:0002849,Absence of lymph node germinal center
GO:0002697,regulation of immune effector process,HP:0003095,Septic arthritis
GO:0002697,regulation of immune effector process,HP:0004431,Complement deficiency
GO:0002697,regulation of immune effector process,HP:0005421,Decreased serum complement C3
GO:0002700,regulation of production of molecular mediator of immune response,HP:0002849,Absence of lymph node germinal center
GO:0002700,regulation of production of molecular mediator of immune response,HP:0003095,Septic arthritis
GO:0002790,peptide secretion,HP:0000006,Autosomal dominant inheritance
GO:0002790,peptide secretion,HP:0000825,Hyperinsulinemic hypoglycemia
GO:0002790,peptide secretion,HP:0001894,Thrombocytosis
GO:0002791,regulation of peptide secretion,HP:0000825,Hyperinsulinemic hypoglycemia
GO:0002791,regulation of peptide secretion,HP:0001894,Thrombocytosis
GO:0002791,regulation of peptide secretion,HP:0004904,Maturity-onset diabetes of the young
GO:0002821,positive regulation of adaptive immune response,HP:0003095,Septic arthritis
GO:0002824,positive regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains,HP:0003095,Septic arthritis
GO:0002920,regulation of humoral immune response,HP:0002725,Systemic lupus erythematosus
GO:0002920,regulation of humoral immune response,HP:0004431,Complement deficiency
GO:0002920,regulation of humoral immune response,HP:0005381,Recurrent meningococcal disease
GO:0002920,regulation of humoral immune response,HP:0005421,Decreased serum complement C3
GO:0003002,regionalization,HP:0000006,Autosomal dominant inheritance
GO:0003002,regionalization,HP:0000074,Ureteropelvic junction obstruction
GO:0003002,regionalization,HP:0000149,Ovarian gonadoblastoma
GO:0003002,regionalization,HP:0000243,Trigonocephaly
GO:0003002,regionalization,HP:0000668,Hypodontia
GO:0003002,regionalization,HP:0004635,Cervical C5/C6 vertebrae fusion
GO:0003007,heart morphogenesis,HP:0000006,Autosomal dominant inheritance
GO:0003007,heart morphogenesis,HP:0000243,Trigonocephaly
GO:0003007,heart morphogenesis,HP:0000501,Glaucoma
GO:0003007,heart morphogenesis,HP:0000668,Hypodontia
GO:0003007,heart morphogenesis,HP:0001684,Secundum atrial septal defect
GO:0003007,heart morphogenesis,HP:0002408,Cerebral arteriovenous malformation
GO:0003007,heart morphogenesis,HP:0005116,Arterial tortuosity
GO:0003007,heart morphogenesis,HP:0010445,Primum atrial septal defect
GO:0003009,skeletal muscle contraction,HP:0003391,Gowers sign
GO:0003012,muscle system process,HP:0000006,Autosomal dominant inheritance
GO:0003012,muscle system process,HP:0000408,Progressive sensorineural hearing impairment
GO:0003012,muscle system process,HP:0001279,Syncope
GO:0003012,muscle system process,HP:0001644,Dilated cardiomyopathy
GO:0003012,muscle system process,HP:0001645,Sudden cardiac death
GO:0003012,muscle system process,HP:0001657,Prolonged QT interval
GO:0003012,muscle system process,HP:0001663,Ventricular fibrillation
GO:0003012,muscle system process,HP:0001684,Secundum atrial septal defect
GO:0003012,muscle system process,HP:0001699,Sudden death
GO:0003012,muscle system process,HP:0003391,Gowers sign
GO:0003012,muscle system process,HP:0003458,EMG: myopathic abnormalities
GO:0003012,muscle system process,HP:0003803,Type 1 muscle fiber predominance
GO:0003012,muscle system process,HP:0004749,Atrial flutter
GO:0003012,muscle system process,HP:0004756,Ventricular tachycardia
GO:0003012,muscle system process,HP:0004814,Fava bean-induced hemolytic anemia
GO:0003012,muscle system process,HP:0005110,Atrial fibrillation
GO:0003012,muscle system process,HP:0010445,Primum atrial septal defect
GO:0003012,muscle system process,HP:0012232,Shortened QT interval
GO:0003012,muscle system process,HP:0012727,Thoracic aortic aneurysm
GO:0003013,circulatory system process,HP:0000006,Autosomal dominant inheritance
GO:0003013,circulatory system process,HP:0001279,Syncope
GO:0003013,circulatory system process,HP:0001528,Hemihypertrophy
